Actual CPI value,Predicted CPI value,  Residuals
1.53,2.034233401,-0.504233401
1.6,2.01474581,-0.41474581
1.88,2.080169333,-0.200169333
1.93,2.254237041,-0.324237041
2.34,2.290596217,0.049403783
2.05,2.003683334,0.046316666
2.1,2.235723316,-0.135723316
2.31,2.19623022,0.11376978
2.41,2.247882032,0.162117968
2.22,2.180802769,0.039197231
2.34,2.26049278,0.07950722
2.08,2.189428385,-0.109428385
2.29,2.233449459,0.056550541
2.31,2.292074203,0.017925797
2.34,2.246011432,0.093988568
2.39,2.287864653,0.102135347
2.38,2.335714368,0.044285632
2.39,2.2313595,0.1586405
2.34,2.212623919,0.127376081
2.06,1.779116356,0.280883644
2.26,2.19187771,0.06812229
2.06,2.222514114,-0.162514114
1.64,1.962344021,-0.322344021
2.34,2.198562644,0.141437356
2.05,2.184275793,-0.134275793
2.35,2.243452475,0.106547525
2.04,2.186668817,-0.146668817
2.16,2.201467448,-0.041467448
2.39,2.274163319,0.115836681
1.78,1.993121221,-0.213121221
1.62,1.944265446,-0.324265446
1.95,2.100229146,-0.150229146
2.18,2.258637034,-0.078637034
2.06,2.178646965,-0.118646965
2.14,2.239668456,-0.099668456
2.34,2.226582202,0.113417798
2.37,2.222428191,0.147571809
2.25,2.203563118,0.046436882
1.7,2.018572837,-0.318572837
2.13,2.228578183,-0.098578183
1.74,2.125003209,-0.385003209
2.29,2.199633284,0.090366716
1.89,1.993822884,-0.103822884
2.36,2.249841471,0.110158529
2.37,2.2354745,0.1345255
1.64,2.010557129,-0.370557129
2.38,2.271214158,0.108785842
2.33,2.21200087,0.11799913
2.14,2.26105875,-0.12105875
2.08,2.193942639,-0.113942639
2.21,2.232490969,-0.022490969
2.13,2.234665406,-0.104665406
2.27,2.241645858,0.028354142
2.34,2.262709066,0.077290934
2.24,2.270464335,-0.030464335
2.39,2.260270458,0.129729542
2.3,2.285836199,0.014163801
2.37,2.328776743,0.041223257
