Actual CPI value,Predicted CPI value,  Residuals
0.346938776,0.45140413,-0.104465355
0.887755102,0.657084751,0.230670351
0.520408163,0.535458737,-0.015050574
0.102040816,0.612833412,-0.510792596
0.826530612,0.705228817,0.121301796
0.653061224,0.606646263,0.046414962
0.765306122,0.626604005,0.138702118
0.408163265,0.780482293,-0.372319027
0.765306122,0.648484891,0.116821232
0.316326531,0.569655485,-0.253328954
0.346938776,0.574236116,-0.22729734
0.234693878,0.58162,-0.346926122
0.153061224,0.542714269,-0.389653044
0.928571429,0.896356138,0.032215291
0.714285714,0.709360958,0.004924756
0.93877551,0.692949653,0.245825857
0.306122449,0.366111651,-0.059989202
0.357142857,0.555916318,-0.198773461
0.183673469,0.315124128,-0.131450659
0.234693878,0.607588834,-0.372894956
0.673469388,0.514907824,0.158561563
0.846938776,0.843839684,0.003099091
0.612244898,0.620522417,-0.008277519
0.836734694,0.820193122,0.016541572
0.418367347,0.323562541,0.094804805
0.448979592,0.699897341,-0.25091775
0.397959184,0.656747954,-0.25878877
0.867346939,0.635840748,0.231506191
0.632653061,0.710788641,-0.07813558
0.948979592,0.731634215,0.217345377
0.765306122,0.719181993,0.04612413
0.540816327,0.658449234,-0.117632908
0.612244898,0.481507758,0.13073714
0.928571429,0.811800835,0.116770594
0.581632653,0.422627252,0.159005401
0.887755102,0.642829509,0.244925593
0.306122449,0.548547209,-0.24242476
0.336734694,0.556220581,-0.219485887
0.806122449,0.791791266,0.014331183
0.928571429,0.829185403,0.099386026
0.418367347,0.50406486,-0.085697513
0.846938776,0.626240145,0.22069863
0.418367347,0.616243379,-0.197876032
0.653061224,0.593828527,0.059232698
0.408163265,0.761410414,-0.353247148
0.551020408,0.745724475,-0.194704067
0.214285714,0.577335839,-0.363050125
0.846938776,0.825814997,0.021123778
0.704081633,0.595783895,0.108297737
0.040816327,0.469727644,-0.428911317
0.295918367,0.553678785,-0.257760417
0.428571429,0.373890106,0.054681323
0.908163265,0.687175828,0.220987437
0.316326531,0.500163148,-0.183836617
0.5,0.52398732,-0.02398732
0.836734694,0.768096908,0.068637786
0.714285714,0.587363108,0.126922607
0.418367347,0.666360095,-0.247992749
0.887755102,0.693146636,0.194608466
0.642857143,0.649013781,-0.006156638
0.326530612,0.624787868,-0.298257255
1,0.762245033,0.237754967
0.316326531,0.426163941,-0.109837411
0.704081633,0.644323939,0.059757694
0.448979592,0.576213205,-0.127233613
0.795918367,0.490415477,0.30550289
0.867346939,0.808841722,0.058505216
0.795918367,0.821065445,-0.025147077
0.826530612,0.902991776,-0.076461163
0.785714286,0.76391593,0.021798356
0.795918367,0.441809389,0.354108978
0.510204082,0.550794977,-0.040590895
0.87755102,0.812168745,0.065382275
0.826530612,0.632088335,0.194442277
0.255102041,0.604462952,-0.349360911
0.602040816,0.68404454,-0.082003723
0.142857143,0.606992049,-0.464134906
0.285714286,0.673476997,-0.387762711
0.928571429,0.842000774,0.086570654
0.489795918,0.681029244,-0.191233326
0.520408163,0.764369508,-0.243961345
0.448979592,0.533124674,-0.084145082
0.418367347,0.613802254,-0.195434907
0.928571429,0.923364556,0.005206872
0.897959184,0.621197248,0.276761936
0.581632653,0.46724365,0.114389004
0.581632653,0.830752137,-0.249119484
0.428571429,0.493623399,-0.06505197
0.612244898,0.443498267,0.168746631
0.959183673,0.82512511,0.134058564
0.346938776,0.537440302,-0.190501526
0.530612245,0.836218718,-0.305606473
0.867346939,0.655049029,0.21229791
0.836734694,0.82715021,0.009584484
0.173469388,0.478741765,-0.305272377
0.806122449,0.620693094,0.185429355
0.551020408,0.411557247,0.139463161
0.408163265,0.622855801,-0.214692535
0.06122449,0.453465299,-0.392240809
0.836734694,0.665277771,0.171456923
0.683673469,0.655245648,0.028427822
0.826530612,0.777254699,0.049275913
0.918367347,0.674599283,0.243768064
0.908163265,0.694959609,0.213203656
0.62244898,0.697668443,-0.075219464
0.510204082,0.623883836,-0.113679754
0.918367347,0.863669873,0.054697474
0.510204082,0.429606489,0.080597593
0.908163265,0.944708319,-0.036545054
